Date,Open,High,Low,Close,Adj Close,Volume
2004-03-02,0.843328,0.847970,0.820117,0.830175,0.490234,42199053
2004-03-03,0.823986,0.831723,0.803870,0.804643,0.475157,37594984
2004-03-04,0.801549,0.809286,0.781432,0.793038,0.468304,38185862
2004-03-05,0.796906,0.812380,0.793038,0.793812,0.468761,25089788
2004-03-08,0.792264,0.792264,0.758222,0.762864,0.450485,42037193
2004-03-09,0.750485,0.767506,0.750485,0.752032,0.444089,27756882
2004-03-10,0.748937,0.775243,0.748937,0.775243,0.457795,25116091
2004-03-11,0.775243,0.783754,0.766732,0.782980,0.462364,42151527
2004-03-12,0.782980,0.789943,0.770601,0.782980,0.462364,28416573
2004-03-15,0.782206,0.800001,0.774469,0.789169,0.466019,39112414
2004-03-16,0.790717,0.802322,0.782206,0.801549,0.473330,35914065
2004-03-17,0.800775,0.800775,0.791491,0.798454,0.471502,30848419
2004-03-18,0.798454,0.804643,0.787622,0.789169,0.466019,33892535
2004-03-19,0.789169,0.801549,0.783754,0.792264,0.467847,28342435
2004-03-22,0.792264,0.793812,0.781432,0.786075,0.464192,27072828
2004-03-23,0.786075,0.813928,0.783754,0.803870,0.474700,45840211
2004-03-24,0.812380,0.823986,0.804643,0.810833,0.478812,47383207
2004-03-25,0.810833,0.820117,0.805417,0.820117,0.484294,30905199
2004-03-26,0.820891,0.827854,0.806964,0.820891,0.484751,28195814
2004-03-29,0.823986,0.823986,0.806964,0.807738,0.476984,20716882
2004-03-30,0.804643,0.806964,0.786075,0.799228,0.471959,20108659
2004-03-31,0.800001,0.812380,0.789943,0.797680,0.471045,13007317
2004-04-01,0.803870,0.815475,0.793038,0.811607,0.479269,21481989
2004-04-02,0.811607,0.843328,0.811607,0.834044,0.492518,47334157
2004-04-05,0.834044,0.841781,0.820117,0.838686,0.495260,31647622
2004-04-06,0.835591,0.844876,0.831723,0.834818,0.492976,22783495
2004-04-07,0.835591,0.837912,0.820117,0.832496,0.491604,35002958
2004-04-08,0.827854,0.837139,0.821665,0.827081,0.488407,16575540
2004-04-09,0.827081,0.827081,0.789169,0.798454,0.471502,31398248
2004-04-12,0.789169,0.804643,0.785301,0.793038,0.468304,23621046
2004-04-13,0.793038,0.807738,0.781432,0.781432,0.461450,32608064
2004-04-14,0.781432,0.783754,0.764411,0.772922,0.456425,25420668
2004-04-15,0.773696,0.779885,0.766732,0.769053,0.454140,12257384
2004-04-16,0.769827,0.793038,0.765959,0.789169,0.466019,20452088
2004-04-19,0.795359,0.801549,0.785301,0.790717,0.466933,25069858
2004-04-20,null,null,null,null,null,null
2004-04-21,0.796906,0.796906,0.771374,0.776017,0.458252,25532494
2004-04-22,0.772148,0.789169,0.770601,0.788396,0.465562,13711573
2004-04-23,0.786075,0.786075,0.765959,0.779885,0.460537,14525717
2004-04-26,0.778338,0.795359,0.778338,0.794585,0.469217,20506942
2004-04-27,0.794585,0.800775,0.791491,0.796133,0.470131,28309451
2004-04-28,0.795359,0.811607,0.792264,0.805417,0.475614,27992815
2004-04-29,0.804643,0.804643,0.779885,0.782206,0.461907,18404889
2004-04-30,0.782206,0.796906,0.765959,0.789943,0.466476,24555198
2004-05-03,null,null,null,null,null,null
2004-05-04,null,null,null,null,null,null
2004-05-05,null,null,null,null,null,null
2004-05-06,null,null,null,null,null,null
2004-05-07,null,null,null,null,null,null
2004-05-10,0.789169,0.789169,0.767506,0.773696,0.456882,10253393
2004-05-11,0.772148,0.776017,0.769827,0.773696,0.456882,14561984
2004-05-12,0.773696,0.799228,0.769827,0.797680,0.471045,16997967
